Date,2.9.0,2.9.0 daily return,2.9.0 cumulative return,2.9.0 drawdown,S&P 500,S&P 500 daily return,S&P 500 cumulative return,S&P 500 drawdown,,Key Statistics (2004-02-12 to 2023-02-28),,,,,,,,,,,,,
2007-09-19,"$474,972.88",0.67%,91.40%,-1.84%,"$350,501.15",0.59%,41.24%,-1.12%,,,,,,,,,,,,,,,
2007-09-20,"$472,102.87",-0.60%,90.24%,-2.46%,"$348,032.91",-0.70%,40.24%,-1.83%,,,,,,,,,,,,,,,
2007-09-21,"$472,236.32",0.03%,90.29%,-2.43%,"$348,967.18",0.27%,40.62%,-1.56%,,,,,,,,,,,,,,,
2007-09-24,"$470,741.73",-0.32%,89.69%,-2.76%,"$348,324.08",-0.18%,40.36%,-1.75%,,,,,,,,,,,,,,,
2007-09-25,"$470,878.58",0.03%,89.75%,-2.73%,"$347,635.08",-0.20%,40.08%,-1.95%,,,,,,,,,,,,,,,
2007-09-26,"$474,700.00",0.81%,91.29%,-1.90%,"$349,471.99",0.53%,40.82%,-1.41%,,,,,,,,,,,,,,,
2007-09-27,"$475,729.70",0.22%,91.70%,-1.68%,"$351,538.68",0.59%,41.66%,-0.82%,,,,,,,,,,,,,,,
2007-09-28,"$473,481.05",-0.47%,90.80%,-2.17%,"$350,367.51",-0.33%,41.18%,-1.15%,,,,,,,,,,,,,,,
2007-10-01,"$478,861.26",1.14%,92.96%,-1.02%,"$354,317.00",1.13%,42.78%,-0.03%,,,,,,,,,,,,,,,
2007-10-02,"$478,842.96",0.00%,92.96%,-1.02%,"$353,834.82",-0.14%,42.58%,-0.16%,,,,,,,,,,,,,,,
2007-10-03,"$477,943.89",-0.19%,92.59%,-1.21%,"$353,122.88",-0.20%,42.30%,-0.36%,,,,,,,,,,,,,,,
2007-10-04,"$478,600.80",0.14%,92.86%,-1.07%,"$353,673.89",0.16%,42.52%,-0.21%,,,,,,,,,,,,,,,
2007-10-05,"$483,309.25",0.98%,94.76%,-0.09%,"$357,876.09",1.19%,44.21%,0.00%,,,,,,,,,,,,,,,
2007-10-08,"$483,487.73",0.04%,94.83%,-0.05%,"$355,970.03",-0.53%,43.44%,-0.54%,,,,,,,,,,,,,,,
2007-10-09,"$486,497.62",0.62%,96.04%,0.00%,"$359,322.62",0.94%,44.79%,0.00%,,,,,,,,,,,,,,,
2007-10-10,"$485,253.49",-0.26%,95.54%,-0.26%,"$358,725.71",-0.17%,44.55%,-0.17%,,,,,,,,,,,,,,,
2007-10-11,"$483,378.60",-0.39%,94.78%,-0.65%,"$357,003.53",-0.48%,43.86%,-0.65%,,,,,,,,,,,,,,,
2007-10-12,"$483,982.37",0.12%,95.03%,-0.52%,"$358,978.43",0.55%,44.65%,-0.10%,,,,,,,,,,,,,,,
2007-10-15,"$480,078.04",-0.81%,93.45%,-1.34%,"$355,947.40",-0.84%,43.43%,-0.95%,,,,,,,,,,,,,,,
2007-10-16,"$477,823.74",-0.47%,92.55%,-1.82%,"$353,122.88",-0.79%,42.30%,-1.76%,,,,,,,,,,,,,,,
2007-10-17,"$478,063.21",0.05%,92.64%,-1.76%,"$354,202.27",0.31%,42.73%,-1.45%,,,,,,,,,,,,,,,
2007-10-18,"$477,546.69",-0.11%,92.43%,-1.87%,"$352,916.36",-0.36%,42.21%,-1.82%,,,,,,,,,,,,,,,
2007-10-19,"$468,406.85",-1.91%,88.75%,-3.86%,"$343,685.28",-2.62%,38.49%,-4.55%,,,,,,,,,,,,,,,
2007-10-22,"$469,440.07",0.22%,89.17%,-3.63%,"$345,683.13",0.58%,39.30%,-3.95%,,,,,,,,,,,,,,,
2007-10-23,"$471,143.20",0.36%,89.85%,-3.26%,"$348,484.70",0.81%,40.43%,-3.11%,,,,,,,,,,,,,,,
2007-10-24,"$470,225.05",-0.19%,89.48%,-3.46%,"$347,841.59",-0.18%,40.17%,-3.30%,,,,,,,,,,,,,,,
2007-10-25,"$467,430.77",-0.59%,88.36%,-4.08%,"$348,668.27",0.24%,40.50%,-3.06%,,,,,,,,,,,,,,,
2007-10-26,"$471,168.47",0.80%,89.86%,-3.25%,"$352,755.74",1.17%,42.15%,-1.86%,,,,,,,,,,,,,,,
2007-10-29,"$471,573.94",0.09%,90.03%,-3.16%,"$353,926.91",0.33%,42.62%,-1.52%,,,,,,,,,,,,,,,
2007-10-30,"$473,122.66",0.33%,90.65%,-2.83%,"$351,469.84",-0.69%,41.63%,-2.23%,,,,,,,,,,,,,,,
2007-10-31,"$479,207.10",1.29%,93.10%,-1.52%,"$355,121.03",1.04%,43.10%,-1.18%,,,,,,,,,,,,,,,
2007-11-01,"$470,882.39",-1.74%,89.75%,-3.32%,"$346,808.41",-2.34%,39.75%,-3.61%,,,,,,,,,,,,,,,
2007-11-02,"$472,494.76",0.34%,90.40%,-2.96%,"$347,198.80",0.11%,39.91%,-3.49%,,,,,,,,,,,,,,,
2007-11-05,"$470,986.22",-0.32%,89.79%,-3.29%,"$344,558.16",-0.76%,38.84%,-4.29%,,,,,,,,,,,,,,,
2007-11-06,"$474,976.79",0.85%,91.40%,-2.43%,"$349,196.64",1.35%,40.71%,-2.90%,,,,,,,,,,,,,,,
2007-11-07,"$464,948.85",-2.11%,87.36%,-4.63%,"$339,644.01",-2.74%,36.86%,-5.79%,,,,,,,,,,,,,,,
2007-11-08,"$467,695.24",0.59%,88.46%,-4.02%,"$337,921.82",-0.51%,36.17%,-6.33%,,,,,,,,,,,,,,,
2007-11-09,"$461,388.33",-1.35%,85.92%,-5.44%,"$333,283.34",-1.37%,34.30%,-7.81%,,,,,,,,,,,,,,,
2007-11-12,"$461,272.69",-0.03%,85.88%,-5.47%,"$329,976.64",-0.99%,32.97%,-8.89%,,,,,,,,,,,,,,,
2007-11-13,"$468,027.94",1.46%,88.60%,-3.95%,"$340,034.40",3.05%,37.02%,-5.67%,,,,,,,,,,,,,,,
2007-11-14,"$466,449.96",-0.34%,87.96%,-4.30%,"$339,093.00",-0.28%,36.64%,-5.97%,,,,,,,,,,,,,,,
2007-11-15,"$465,333.43",-0.24%,87.51%,-4.55%,"$334,201.79",-1.44%,34.67%,-7.52%,,,,,,,,,,,,,,,
2007-11-16,"$467,552.72",0.48%,88.41%,-4.05%,"$334,775.75",0.17%,34.90%,-7.33%,,,,,,,,,,,,,,,
2007-11-19,"$464,373.13",-0.68%,87.12%,-4.76%,"$330,114.32",-1.39%,33.02%,-8.85%,,,,,,,,,,,,,,,
2007-11-20,"$466,264.64",0.41%,87.89%,-4.34%,"$332,135.11",0.61%,33.84%,-8.19%,,,,,,,,,,,,,,,
2007-11-21,"$462,104.32",-0.89%,86.21%,-5.28%,"$325,338.15",-2.05%,31.10%,-10.45%,,,,,,,,,,,,,,,
2007-11-23,"$463,047.34",0.20%,86.59%,-5.06%,"$330,963.94",1.73%,33.37%,-8.57%,,,,,,,,,,,,,,,
2007-11-26,"$458,225.18",-1.04%,84.65%,-6.17%,"$323,661.86",-2.21%,30.42%,-11.02%,,,,,,,,,,,,,,,
2007-11-27,"$462,565.47",0.95%,86.40%,-5.17%,"$327,381.89",1.15%,31.92%,-9.76%,,,,,,,,,,,,,,,
2007-11-28,"$472,044.18",2.05%,90.22%,-3.06%,"$337,852.99",3.20%,36.14%,-6.35%,,,,,,,,,,,,,,,
2007-11-29,"$469,769.76",-0.48%,89.30%,-3.56%,"$337,967.72",0.03%,36.19%,-6.32%,,,,,,,,,,,,,,,
2007-11-30,"$469,862.75",0.02%,89.34%,-3.54%,"$341,366.19",1.01%,37.56%,-5.26%,,,,,,,,,,,,,,,
2007-12-03,"$468,810.79",-0.22%,88.91%,-3.77%,"$339,115.94",-0.66%,36.65%,-5.96%,,,,,,,,,,,,,,,
2007-12-04,"$469,281.22",0.10%,89.10%,-3.67%,"$336,084.91",-0.89%,35.43%,-6.91%,,,,,,,,,,,,,,,
2007-12-05,"$472,904.23",0.77%,90.56%,-2.87%,"$341,710.69",1.67%,37.70%,-5.15%,,,,,,,,,,,,,,,
2007-12-06,"$478,894.18",1.27%,92.98%,-1.59%,"$346,601.89",1.43%,39.67%,-3.67%,,,,,,,,,,,,,,,
2007-12-07,"$477,813.63",-0.23%,92.54%,-1.82%,"$346,533.06",-0.02%,39.64%,-3.69%,,,,,,,,,,,,,,,
2007-12-10,"$480,053.36",0.47%,93.44%,-1.34%,"$349,219.59",0.78%,40.72%,-2.89%,,,,,,,,,,,,,,,
2007-12-11,"$471,154.50",-1.85%,89.86%,-3.26%,"$339,644.01",-2.74%,36.86%,-5.79%,,,,,,,,,,,,,,,
2007-12-12,"$474,100.17",0.63%,91.04%,-2.61%,"$342,996.59",0.99%,38.21%,-4.76%,,,,,,,,,,,,,,,
2007-12-13,"$475,026.68",0.20%,91.42%,-2.41%,"$342,284.65",-0.21%,37.93%,-4.98%,,,,,,,,,,,,,,,
2007-12-14,"$469,172.26",-1.23%,89.06%,-3.69%,"$337,944.77",-1.27%,36.18%,-6.33%,,,,,,,,,,,,,,,
2007-12-17,"$465,418.37",-0.80%,87.55%,-4.53%,"$333,122.71",-1.43%,34.24%,-7.86%,,,,,,,,,,,,,,,
2007-12-18,"$466,407.77",0.21%,87.94%,-4.31%,"$334,982.57",0.56%,34.99%,-7.27%,,,,,,,,,,,,,,,
2007-12-19,"$467,024.66",0.13%,88.19%,-4.17%,"$334,982.57",0.00%,34.99%,-7.27%,,,,,,,,,,,,,,,
2007-12-20,"$468,141.18",0.24%,88.64%,-3.92%,"$337,095.15",0.63%,35.84%,-6.59%,,,,,,,,,,,,,,,
2007-12-21,"$474,970.46",1.46%,91.40%,-2.43%,"$341,929.92",1.43%,37.78%,-5.09%,,,,,,,,,,,,,,,
2007-12-24,"$477,413.20",0.51%,92.38%,-1.90%,"$344,469.16",0.74%,38.81%,-4.31%,,,,,,,,,,,,,,,
2007-12-26,"$476,535.96",-0.18%,92.03%,-2.09%,"$345,207.77",0.21%,39.11%,-4.09%,,,,,,,,,,,,,,,
2007-12-27,"$471,012.28",-1.16%,89.80%,-3.29%,"$340,868.20",-1.26%,37.36%,-5.41%,,,,,,,,,,,,,,,
2007-12-28,"$470,128.50",-0.19%,89.44%,-3.48%,"$340,014.24",-0.25%,37.01%,-5.68%,,,,,,,,,,,,,,,
2007-12-31,"$468,083.46",-0.43%,88.62%,-3.93%,"$337,498.25",-0.74%,36.00%,-6.47%,,,,,,,,,,,,,,,
2008-01-02,"$461,711.97",-1.36%,86.05%,-5.37%,"$334,543.50",-0.88%,34.81%,-7.41%,,,,,,,,,,,,,,,
2008-01-03,"$458,484.19",-0.70%,84.75%,-6.11%,"$334,381.95",-0.05%,34.74%,-7.46%,,,,,,,,,,,,,,,
2008-01-04,"$452,354.86",-1.34%,82.28%,-7.55%,"$326,187.46",-2.45%,31.44%,-10.16%,,,,,,,,,,,,,,,
2008-01-07,"$456,368.02",0.89%,83.90%,-6.60%,"$325,910.56",-0.08%,31.33%,-10.25%,,,,,,,,,,,,,,,
2008-01-08,"$450,558.08",-1.27%,81.56%,-7.98%,"$320,647.57",-1.61%,29.21%,-12.06%,,,,,,,,,,,,,,,
2008-01-09,"$453,925.50",0.75%,82.91%,-7.18%,"$324,017.83",1.05%,30.57%,-10.90%,,,,,,,,,,,,,,,
2008-01-10,"$455,650.09",0.38%,83.61%,-6.77%,"$326,141.57",0.66%,31.42%,-10.17%,,,,,,,,,,,,,,,
2008-01-11,"$451,835.68",-0.84%,82.07%,-7.67%,"$323,510.23",-0.81%,30.36%,-11.07%,,,,,,,,,,,,,,,
2008-01-14,"$453,960.70",0.47%,82.93%,-7.17%,"$326,118.63",0.81%,31.41%,-10.18%,,,,,,,,,,,,,,,
2008-01-15,"$447,799.40",-1.36%,80.45%,-8.64%,"$318,939.65",-2.20%,28.52%,-12.66%,,,,,,,,,,,,,,,
2008-01-16,"$447,410.52",-0.09%,80.29%,-8.74%,"$316,192.65",-0.86%,27.41%,-13.64%,,,,,,,,,,,,,,,
2008-01-17,"$433,457.52",-3.12%,74.67%,-12.24%,"$307,998.17",-2.59%,24.11%,-16.66%,,,,,,,,,,,,,,,
2008-01-18,"$428,267.21",-1.20%,72.58%,-13.60%,"$304,835.66",-1.03%,22.84%,-17.87%,,,,,,,,,,,,,,,
2008-01-22,"$422,308.22",-1.39%,70.17%,-15.20%,"$301,742.61",-1.01%,21.59%,-19.08%,,,,,,,,,,,,,,,
2008-01-23,"$429,499.35",1.70%,73.07%,-13.27%,"$308,990.73",2.40%,24.51%,-16.29%,,,,,,,,,,,,,,,
2008-01-24,"$428,607.17",-0.21%,72.71%,-13.51%,"$311,599.13",0.84%,25.56%,-15.32%,,,,,,,,,,,,,,,
2008-01-25,"$426,165.60",-0.57%,71.73%,-14.16%,"$307,098.01",-1.44%,23.75%,-17.01%,,,,,,,,,,,,,,,
2008-01-28,"$434,729.27",2.01%,75.18%,-11.91%,"$312,176.19",1.65%,25.80%,-15.10%,,,,,,,,,,,,,,,
2008-01-29,"$439,482.95",1.09%,77.10%,-10.70%,"$313,722.87",0.50%,26.42%,-14.54%,,,,,,,,,,,,,,,
2008-01-30,"$441,408.54",0.44%,77.87%,-10.21%,"$311,414.63",-0.74%,25.49%,-15.38%,,,,,,,,,,,,,,,
2008-01-31,"$448,594.52",1.63%,80.77%,-8.45%,"$317,093.13",1.82%,27.78%,-13.32%,,,,,,,,,,,,,,,
2008-02-01,"$456,476.23",1.76%,83.94%,-6.58%,"$322,194.56",1.61%,29.83%,-11.52%,,,,,,,,,,,,,,,
2008-02-04,"$457,985.13",0.33%,84.55%,-6.23%,"$318,131.89",-1.26%,28.20%,-12.95%,,,,,,,,,,,,,,,
2008-02-05,"$448,978.35",-1.97%,80.92%,-8.36%,"$309,614.31",-2.68%,24.76%,-16.05%,,,,,,,,,,,,,,,
2008-02-06,"$448,944.95",-0.01%,80.91%,-8.36%,"$307,121.26",-0.81%,23.76%,-17.00%,,,,,,,,,,,,,,,
2008-02-07,"$449,882.15",0.21%,81.29%,-8.14%,"$309,152.60",0.66%,24.58%,-16.23%,,,,,,,,,,,,,,,
2008-02-08,"$451,057.76",0.26%,81.76%,-7.86%,"$307,167.46",-0.64%,23.78%,-16.98%,,,,,,,,,,,,,,,
2008-02-11,"$451,469.92",0.09%,81.93%,-7.76%,"$308,737.09",0.51%,24.41%,-16.38%,,,,,,,,,,,,,,,
2008-02-12,"$454,966.05",0.77%,83.33%,-6.93%,"$311,599.44",0.93%,25.56%,-15.32%,,,,,,,,,,,,,,,
2008-02-13,"$457,391.23",0.53%,84.31%,-6.36%,"$314,784.89",1.02%,26.85%,-14.15%,,,,,,,,,,,,,,,
2008-02-14,"$450,980.91",-1.40%,81.73%,-7.88%,"$312,014.95",-0.88%,25.73%,-15.16%,,,,,,,,,,,,,,,
2008-02-15,"$452,676.15",0.38%,82.41%,-7.47%,"$311,945.80",-0.02%,25.70%,-15.19%,,,,,,,,,,,,,,,
2008-02-19,"$453,546.82",0.19%,82.76%,-7.27%,"$312,823.01",0.28%,26.06%,-14.86%,,,,,,,,,,,,,,,
2008-02-20,"$455,232.41",0.37%,83.44%,-6.87%,"$313,746.43",0.30%,26.43%,-14.53%,,,,,,,,,,,,,,,
2008-02-21,"$451,636.12",-0.79%,81.99%,-7.72%,"$311,138.04",-0.83%,25.38%,-15.49%,,,,,,,,,,,,,,,
2008-02-22,"$454,894.31",0.72%,83.31%,-6.95%,"$313,054.02",0.62%,26.15%,-14.78%,,,,,,,,,,,,,,,
2008-02-25,"$460,947.56",1.33%,85.74%,-5.54%,"$317,001.34",1.26%,27.74%,-13.35%,,,,,,,,,,,,,,,
2008-02-26,"$463,182.34",0.48%,86.65%,-5.03%,"$319,379.04",0.75%,28.70%,-12.51%,,,,,,,,,,,,,,,
2008-02-27,"$461,603.81",-0.34%,86.01%,-5.39%,"$319,055.93",-0.10%,28.57%,-12.62%,,,,,,,,,,,,,,,
2008-02-28,"$458,456.04",-0.68%,84.74%,-6.12%,"$315,939.63",-0.98%,27.31%,-13.73%,,,,,,,,,,,,,,,
2008-02-29,"$449,060.14",-2.05%,80.95%,-8.34%,"$308,899.26",-2.23%,24.47%,-16.32%,,,,,,,,,,,,,,,
2008-03-03,"$451,125.45",0.46%,81.79%,-7.84%,"$308,160.65",-0.24%,24.18%,-16.60%,,,,,,,,,,,,,,,
2008-03-04,"$451,066.54",-0.01%,81.76%,-7.85%,"$306,983.28",-0.38%,23.70%,-17.05%,,,,,,,,,,,,,,,
2008-03-05,"$452,293.72",0.27%,82.26%,-7.56%,"$308,922.21",0.63%,24.48%,-16.31%,,,,,,,,,,,,,,,
2008-03-06,"$443,533.23",-1.94%,78.73%,-9.69%,"$302,528.05",-2.07%,21.91%,-18.77%,,,,,,,,,,,,,,,
2008-03-07,"$441,627.12",-0.43%,77.96%,-10.16%,"$299,411.74",-1.03%,20.65%,-20.01%,,,,,,,,,,,,,,,
2008-03-10,"$438,729.20",-0.66%,76.79%,-10.89%,"$295,464.42",-1.32%,19.06%,-21.61%,,,,,,,,,,,,,,,
2008-03-11,"$444,660.97",1.35%,79.18%,-9.41%,"$306,082.80",3.59%,23.34%,-17.39%,,,,,,,,,,,,,,,
2008-03-12,"$444,556.02",-0.02%,79.14%,-9.43%,"$303,220.46",-0.94%,22.19%,-18.50%,,,,,,,,,,,,,,,
2008-03-13,"$444,269.25",-0.06%,79.02%,-9.51%,"$303,889.92",0.22%,22.46%,-18.24%,,,,,,,,,,,,,,,
2008-03-14,"$437,062.29",-1.62%,76.12%,-11.31%,"$299,181.04",-1.55%,20.56%,-20.10%,,,,,,,,,,,,,,,
2008-03-17,"$432,341.65",-1.08%,74.22%,-12.53%,"$296,157.14",-1.01%,19.34%,-21.33%,,,,,,,,,,,,,,,
2008-03-18,"$441,934.89",2.22%,78.08%,-10.08%,"$308,460.50",4.15%,24.30%,-16.49%,,,,,,,,,,,,,,,
2008-03-19,"$436,962.51",-1.13%,76.08%,-11.34%,"$300,819.82",-2.48%,21.22%,-19.45%,,,,,,,,,,,,,,,
2008-03-20,"$441,599.55",1.06%,77.95%,-10.17%,"$306,364.36",1.84%,23.45%,-17.29%,,,,,,,,,,,,,,,
2008-03-24,"$445,869.03",0.97%,79.67%,-9.11%,"$312,487.82",2.00%,25.92%,-14.99%,,,,,,,,,,,,,,,
2008-03-25,"$445,864.84",0.00%,79.67%,-9.11%,"$312,789.22",0.10%,26.04%,-14.88%,,,,,,,,,,,,,,,
2008-03-26,"$444,628.90",-0.28%,79.17%,-9.42%,"$308,961.90",-1.22%,24.50%,-16.30%,,,,,,,,,,,,,,,
2008-03-27,"$442,611.41",-0.45%,78.36%,-9.92%,"$307,987.63",-0.32%,24.11%,-16.67%,,,,,,,,,,,,,,,
2008-03-28,"$440,402.65",-0.50%,77.47%,-10.47%,"$305,041.87",-0.96%,22.92%,-17.79%,,,,,,,,,,,,,,,
2008-03-31,"$445,048.63",1.05%,79.34%,-9.31%,"$306,108.85",0.35%,23.35%,-17.38%,,,,,,,,,,,,,,,
2008-04-01,"$454,554.78",2.14%,83.17%,-7.03%,"$316,871.42",3.52%,27.69%,-13.40%,,,,,,,,,,,,,,,
2008-04-02,"$455,695.90",0.25%,83.63%,-6.76%,"$317,080.10",0.07%,27.77%,-13.32%,,,,,,,,,,,,,,,
2008-04-03,"$453,789.84",-0.42%,82.86%,-7.21%,"$317,868.64",0.25%,28.09%,-13.04%,,,,,,,,,,,,,,,
2008-04-04,"$454,172.18",0.08%,83.01%,-7.12%,"$317,520.73",-0.11%,27.95%,-13.17%,,,,,,,,,,,,,,,
2008-04-07,"$453,712.28",-0.10%,82.83%,-7.23%,"$317,683.21",0.05%,28.01%,-13.11%,,,,,,,,,,,,,,,
2008-04-08,"$452,460.17",-0.28%,82.32%,-7.52%,"$317,358.55",-0.10%,27.88%,-13.22%,,,,,,,,,,,,,,,
2008-04-09,"$450,478.84",-0.44%,81.53%,-8.00%,"$315,062.10",-0.72%,26.96%,-14.05%,,,,,,,,,,,,,,,
2008-04-10,"$449,340.82",-0.25%,81.07%,-8.27%,"$315,502.73",0.14%,27.14%,-13.89%,,,,,,,,,,,,,,,
2008-04-11,"$442,779.23",-1.46%,78.42%,-9.87%,"$309,379.27",-1.94%,24.67%,-16.14%,,,,,,,,,,,,,,,
2008-04-14,"$442,150.20",-0.14%,78.17%,-10.03%,"$308,335.54",-0.34%,24.25%,-16.54%,,,,,,,,,,,,,,,
2008-04-15,"$448,902.88",1.53%,80.89%,-8.37%,"$309,054.61",0.23%,24.54%,-16.27%,,,,,,,,,,,,,,,
2008-04-16,"$457,142.51",1.84%,84.21%,-6.42%,"$317,428.01",2.71%,27.91%,-13.20%,,,,,,,,,,,,,,,
2008-04-17,"$454,364.48",-0.61%,83.09%,-7.07%,"$317,891.89",0.15%,28.10%,-13.03%,,,,,,,,,,,,,,,
2008-04-18,"$460,376.26",1.32%,85.51%,-5.67%,"$321,208.82",1.04%,29.44%,-11.87%,,,,,,,,,,,,,,,
2008-04-21,"$459,776.30",-0.13%,85.27%,-5.81%,"$321,371.30",0.05%,29.50%,-11.81%,,,,,,,,,,,,,,,
2008-04-22,"$454,337.12",-1.18%,83.08%,-7.08%,"$319,956.41",-0.44%,28.93%,-12.30%,,,,,,,,,,,,,,,
2008-04-23,"$455,370.91",0.23%,83.50%,-6.84%,"$319,446.01",-0.16%,28.72%,-12.48%,,,,,,,,,,,,,,,
2008-04-24,"$459,322.94",0.87%,85.09%,-5.92%,"$320,837.65",0.44%,29.29%,-12.00%,,,,,,,,,,,,,,,
2008-04-25,"$462,278.41",0.64%,86.28%,-5.24%,"$323,806.67",0.93%,30.48%,-10.97%,,,,,,,,,,,,,,,
2008-04-28,"$462,436.81",0.03%,86.34%,-5.20%,"$323,876.13",0.02%,30.51%,-10.94%,,,,,,,,,,,,,,,
2008-04-29,"$463,243.02",0.17%,86.67%,-5.02%,"$322,600.46",-0.39%,30.00%,-11.38%,,,,,,,,,,,,,,,
2008-04-30,"$462,029.84",-0.26%,86.18%,-5.30%,"$320,698.43",-0.59%,29.23%,-12.04%,,,,,,,,,,,,,,,
2008-05-01,"$467,950.42",1.28%,88.57%,-3.96%,"$327,332.28",2.07%,31.90%,-9.77%,,,,,,,,,,,,,,,
2008-05-02,"$468,467.56",0.11%,88.77%,-3.85%,"$328,236.78",0.28%,32.27%,-9.47%,,,,,,,,,,,,,,,
2008-05-05,"$467,018.50",-0.31%,88.19%,-4.17%,"$326,659.41",-0.48%,31.63%,-10.00%,,,,,,,,,,,,,,,
2008-05-06,"$467,625.16",0.13%,88.44%,-4.04%,"$329,489.20",0.87%,32.77%,-9.05%,,,,,,,,,,,,,,,
2008-05-07,"$462,061.18",-1.19%,86.19%,-5.29%,"$323,620.93",-1.78%,30.41%,-11.03%,,,,,,,,,,,,,,,
2008-05-08,"$460,375.91",-0.36%,85.51%,-5.67%,"$322,785.89",-0.26%,30.07%,-11.32%,,,,,,,,,,,,,,,
2008-05-09,"$459,638.76",-0.16%,85.22%,-5.84%,"$322,182.78",-0.19%,29.83%,-11.53%,,,,,,,,,,,,,,,
2008-05-12,"$465,362.76",1.25%,87.52%,-4.54%,"$325,801.10",1.12%,31.29%,-10.29%,,,,,,,,,,,,,,,
2008-05-13,"$465,858.57",0.11%,87.72%,-4.43%,"$325,847.62",0.01%,31.30%,-10.27%,,,,,,,,,,,,,,,
2008-05-14,"$468,039.67",0.47%,88.60%,-3.94%,"$326,520.18",0.21%,31.58%,-10.05%,,,,,,,,,,,,,,,
2008-05-15,"$470,404.81",0.51%,89.56%,-3.42%,"$330,602.69",1.25%,33.22%,-8.69%,,,,,,,,,,,,,,,
2008-05-16,"$470,858.43",0.10%,89.74%,-3.32%,"$330,904.09",0.09%,33.34%,-8.59%,,,,,,,,,,,,,,,
2008-05-19,"$470,885.62",0.01%,89.75%,-3.32%,"$331,808.60",0.27%,33.71%,-8.29%,,,,,,,,,,,,,,,
2008-05-20,"$469,366.24",-0.32%,89.14%,-3.65%,"$329,118.03",-0.81%,32.62%,-9.18%,,,,,,,,,,,,,,,
2008-05-21,"$465,117.47",-0.91%,87.42%,-4.60%,"$323,551.16",-1.69%,30.38%,-11.06%,,,,,,,,,,,,,,,
2008-05-22,"$468,968.55",0.83%,88.98%,-3.74%,"$323,597.68",0.01%,30.40%,-11.04%,,,,,,,,,,,,,,,
2008-05-23,"$462,627.51",-1.35%,86.42%,-5.16%,"$319,260.28",-1.34%,28.65%,-12.55%,,,,,,,,,,,,,,,
2008-05-27,"$466,220.77",0.78%,87.87%,-4.35%,"$321,626.19",0.74%,29.60%,-11.72%,,,,,,,,,,,,,,,
2008-05-28,"$468,503.31",0.49%,88.79%,-3.84%,"$323,110.54",0.46%,30.20%,-11.21%,,,,,,,,,,,,,,,
2008-05-29,"$471,475.58",0.63%,89.99%,-3.19%,"$324,734.12",0.50%,30.86%,-10.65%,,,,,,,,,,,,,,,
2008-05-30,"$472,552.28",0.23%,90.42%,-2.95%,"$325,545.91",0.25%,31.18%,-10.38%,,,,,,,,,,,,,,,
2008-06-02,"$468,537.20",-0.85%,88.80%,-3.83%,"$322,182.47",-1.03%,29.83%,-11.53%,,,,,,,,,,,,,,,
2008-06-03,"$466,001.10",-0.54%,87.78%,-4.40%,"$320,303.70",-0.58%,29.07%,-12.18%,,,,,,,,,,,,,,,
2008-06-04,"$468,976.65",0.64%,88.98%,-3.74%,"$320,141.21",-0.05%,29.00%,-12.24%,,,,,,,,,,,,,,,
2008-06-05,"$471,580.93",0.56%,90.03%,-3.16%,"$326,543.13",2.00%,31.58%,-10.04%,,,,,,,,,,,,,,,
2008-06-06,"$459,577.30",-2.55%,85.19%,-5.86%,"$316,128.47",-3.19%,27.39%,-13.66%,,,,,,,,,,,,,,,
2008-06-09,"$461,280.28",0.37%,85.88%,-5.47%,"$316,894.05",0.24%,27.70%,-13.39%,,,,,,,,,,,,,,,
2008-06-10,"$460,646.94",-0.14%,85.62%,-5.61%,"$315,316.68",-0.50%,27.06%,-13.96%,,,,,,,,,,,,,,,
2008-06-11,"$453,898.11",-1.47%,82.90%,-7.18%,"$310,677.57",-1.47%,25.19%,-15.66%,,,,,,,,,,,,,,,
2008-06-12,"$455,355.17",0.32%,83.49%,-6.84%,"$311,860.53",0.38%,25.67%,-15.22%,,,,,,,,,,,,,,,
2008-06-13,"$461,008.69",1.24%,85.77%,-5.53%,"$315,803.81",1.26%,27.26%,-13.78%,,,,,,,,,,,,,,,
2008-06-16,"$462,326.20",0.29%,86.30%,-5.23%,"$315,989.24",0.06%,27.33%,-13.71%,,,,,,,,,,,,,,,
2008-06-17,"$460,898.90",-0.31%,85.72%,-5.55%,"$314,458.38",-0.48%,26.71%,-14.27%,,,,,,,,,,,,,,,
2008-06-18,"$456,342.56",-0.99%,83.89%,-6.61%,"$311,396.65",-0.97%,25.48%,-15.39%,,,,,,,,,,,,,,,
2008-06-19,"$460,412.39",0.89%,85.53%,-5.67%,"$311,791.07",0.13%,25.64%,-15.24%,,,,,,,,,,,,,,,
2008-06-20,"$452,982.85",-1.61%,82.54%,-7.40%,"$306,755.99",-1.61%,23.61%,-17.14%,,,,,,,,,,,,,,,
2008-06-23,"$452,366.77",-0.14%,82.29%,-7.54%,"$306,453.04",-0.10%,23.49%,-17.25%,,,,,,,,,,,,,,,
2008-06-24,"$450,369.04",-0.44%,81.48%,-8.02%,"$305,846.83",-0.20%,23.24%,-17.48%,,,,,,,,,,,,,,,
2008-06-25,"$454,516.23",0.92%,83.15%,-7.04%,"$307,292.12",0.47%,23.83%,-16.93%,,,,,,,,,,,,,,,
2008-06-26,"$445,816.01",-1.91%,79.65%,-9.13%,"$298,946.00",-2.72%,20.46%,-20.20%,,,,,,,,,,,,,,,
